,textID,selected_text
826,a0b1828b67,lovely
827,311985067b,"just got my paycheck... april bonus can b deposited 2day the rest, gotta wait til mon."
828,c392253b42,nope no way in to stop  just have to put up wiv it
829,62f3e63c1a,i recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!
830,2942ed51f6," not so much a substitute as a variation. ate too much, too. oof"
831,03798acf38,beautiful
832,fd1ebb37c3, oui mademoiselle. you can barely turn around these days without bumping into one.
833,478a005e7c,flickr pics chester zoo: danwtmoon posted a photo:   'welcome' to chester zoo by jockey  http://tinyurl.com/cq7qw8
834,9608ece440,woke up and watched jon and kate plus eight. i tried to pretend like they were still a normail family
835,e6b24b7014, your`e a freak
836,105b761a2c, i dont even know now lenaaa  when you going clothes show?
837,cca7cce9c8,_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.
838,d0b2e14355,memories
839,f27f60c847, yep. nothing to worry about.
840,5380d2b0e5,fail.
841,38148a3e98," going to start very small, like $0.10 or $0.50  then slowly to higher stakes"
842,b29ea1892f, make a videoblog!
843,7dd51bdec1,reading evermore by lynn viehl.
844,409767144d,wow
845,c627db4613,getting my phone back this week  yeeeewww
846,9fc2217d38,amazing
847,d14b33ede0,good
848,e7ed611f06,#musicmonday epic song. (y)  ? 'lights and sounds' by yellowcard ~ http://tinyurl.com/db7ppm
849,a61d4c6048, hot cuppa coffee made with milk & fortified with monin`s irish coffee syrup! bliss!
850,74b427ffa8,hope
851,c7568067cd,"my anticipated meet up with tapan parikh is no more  apparently he wont pass by nairobi, and will head straight from mombasa"
852,8a6cdf6832,watching army wives and it always makes me cry
853,f4d1a681af,day
854,f81d71d2c2,rest in peace  adam 12 & glenn epps.... gone but never forgotten... what a week ...loud in da air 4 ya
855,029a603b00,love
856,e6826a5aa5,marking going ok so far a`s and b`s so far - relieved it looks like i have future programmers in class
857,1e41208494," alas no, it`s just a normal night  monday is quiz night"
858,23f4fd4385,did anyone go photographing today? i managed to get a few macro shots of some flowers that were blooming
859,aa17c6f797,good
860,136b1926c9,cool.
861,6f381bb00f,live on stickam.com/itstyleryo come chat!
862,c0d5be8bd4,   but  is right: this is like the cape breton coal mines but ++. no lessons learned.
863,e09b90939a," yes, but i`m quite rusty.  i`m hoping to get back to it and 'tune up' my skills.  tim plays guitar.  we threaten duets."
864,ec835dc0b0,day
865,eaf90c4253,tummy
866,41a96b7954, me because i might not have enough money for college!!!
867,e5a26fb323,lol! woow okay its not that big of a deal
868,4e5d66beb2,love
869,4c5a7e6ffc, i mean someone hit a dog with a car. it was just laying there
870,53714350ac, does it start tomorrow?  i was going to book sam on that and forgot
871,b4401d6b4d," salt and vinegar, cheese and onion make your breathe smell lol  ****"
872,05ff657624,welcome.
873,dd72ee1430,"_rose mornin` !  missed dance time, so i guess i will have to dance extra hard tomorrow..."
874,094e0509ad,sorry
875,0182dd7de1,discovered that numpy arrays can hold values of any type.  useful for manipulating arrays of numbers with uncertainties.
876,5b70f8bc73,feel
877,8c280d0f80,just downloaded the tweet deck....look at my and my saviness
878,98c02118e6,hope
879,f4f24160c3, whatever i know you like it.  hahahhah!
880,80420cfe74,oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****
881,5f1811bb3d,happy
882,c7d3ab998a,writing reports....
883,7abd932d50,thanks
884,ed298c6e5d,nice!!
885,3257bafde1,keeping it chilled.
886,2c150a0703,day
887,2252c58ab0,fabulous.
888,7d933d9d21," yeah, it`s terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
889,f6400f56e9,sucks!
890,4477b985e5, yes it does
891,66019ddc8f,thanks
892,a7cf141043,love
893,4b2b16581a,sorry
894,e1a3e4575d, you`re the only person to have joined in  #penilewords
895,719934e5e0,up and washed  i`m clothing myself as i type xd woooo
896,dcba201932,miss
897,a55208f877,love
898,c13f8a6154,happy
899,e0eeef2f3f, playing with lighters fire matches and grass
900,003816f151,awesome
901,69c36e5f81,"bucky, my ferret officially has insulinoma  now on daily prednisone. had interview with p-doc today, have to go back monday for testing."
902,898c63c69f," i`ve never been to prague, but if i had the money, it`ll be in the 10 first cities i visit"
903,b01100d6c6,coffee time
904,131da67079," he was creepy for me at first, but i did really grow to like him. i cried like a baby when he and tosh died."
905,2a83e56667,"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox"
906,83b44dda65,good
907,b3fa6e5c24,sad
908,03e41eeb4f," thanks alen, it seems that we can only submit community news, is this an error, or must we prove ourselves"
909,83fc759a0b, don`t follow me. you will ruin my twitter experience
910,ff9722bca7,blah
911,ebf6233a5b,yum!
912,9e4228219d, me too!
913,25ce9a8b1b,sad
914,ed6a316e8a,_me thanks! kinda bittersweet though
915,4244aec072,good
916,90751fc00f,first time to twitter..
917,c653189d96,captain jack is back
918,9b2b40dda6,"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me.."
919,e4838b68a2,"internet, you were so fast! and now you are so slow! where did the fast connection go?"
920,0ce20ef06e, 6 am.  you?
921,fb030409ab,bad
922,ae1b11d7ec,this weather makes my fingers numb / still waiting
923,8739e2666f,happy
924,e9a77e014a,done--it`s summer!!!
925,7920a12924, i was just at geno`s 3hrs ago.  would have went to pats but the neon lights got me lol.  had drinks at south philly bar too
926,8c091fb754,good
927,d3e52b51b7,thanks
928,4addb8e422,misses
929,f18b102ad6,catching up on my reading... twitter n bf break
930,7720aca199," no, that`s not right - i remember now.  you were in a fearless tweet - we were both seen as fearless."
931,6115285ce8,  my thoughts dwell on a certain person
932,a7af432585,transition time is over; tonight i work night shift. i woke up at 1330.
933,28db608c0d,exciting!!!
934,7e45ea194d,bad
935,4760319f17, this my new more private acc. will only use it for close twitter friends
936,f3de150883,hate
937,7e82aab535," actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations"
938,bcc50747b1,worse
939,357483f649,"and you could have it all, my empire of dirt! i`m in a&e with dad i`m freezing fully shivering every1 else is warm  no fones allowed ffs!"
940,261a5bbd14, tell me what you think of pride prejudice and zombies . . . if you`re not all hyped up on sugar
941,b03e2a23e5,"_tdh can you install ruby, gems and rails on keep? please?"
942,ad37dcf4ff,forward
943,5cd1ac2c57,great
944,7f0a146e26, good to see you back. sorry that happened to you
945,3626f85ac4,my 1st mothers day tomorrow
946,cbd04fb4eb,goodnight
947,b8f7efe383," i just about clear my whole office and no sign of it  next place is truck, i have yet to fully clean under back seat lol!"
948,d2ca4e1d3c, it`s not gonna storm!  because i said so!
949,8eedc5a2ed,broke
950,3b5aecf8d6,wrong.
951,a154540c08, haha and you should! state pride is important
952,48801ef73a,"ugh,"
953,91412dffcb,fun
954,68a9b81741,better
955,458f7b2493,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!
956,cf05148ed6,sucks
957,c963a42282,hates untalented **** being mean to my talented friends
958,3d17d4b72c,looks like we`re rained out for weekend climbing
959,eb79aabf05,is google maps not working for anyone else?
960,21d05898d3, oh ****!!
961,e76b1c30bb, i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours
962,2c5f261ff3, jesus heals
963,d3935b8571, it`s surprising how much billy idol turns up in tweets. i monitor constantly - not that i`m obsessed or anything!  #billyidol
964,2a35e976ea, werd. that`s very true
965,3d128b58d0,happy
966,67348350a4,without wings again
967,93b5d1bbea,glad
968,ed6bd3958e,night twitterland x i have to be up in five hours  sigh
969,45e3f93e9b,happy
970,51051cb758,"lunch break`s over, going back to work...."
971,b84ea78203,glad
972,441dcaef31,pretty
973,b4e721aa1e, the app said i need 12.1.5 or later
974,a92e8ab2a1, --nothing
975,31d77e5ff5,is in php website upgrade hell on a bank holiday. how`s that for planning!
976,e887fbdfd5,missing
977,78094a1191,miss
978,a447f480ec,im sending this to my mother!  http://bit.ly/1aa1rf
979,e2fdad0321," oi, are you mocking the fact i dont cry at tv things?!  *feels bad*xxx"
980,67cafda653, i am public and can`t get anyone to follow me
981,356bdefc64," until  brings back our everyone button, access pt @ http://twitter.com/public_timeline or link in bottom of settings."
982,d6ce1fc670, boring? who you been talking to? lol not me  ( no ****)
983,d613b00386,"  i know, right? i guess the oldest doesn`t hold rank on field trips anymore."
984,507a584ae5,"just signed up..so, hello twitter world, here i am"
985,2418966865, i won`t be getting any rotf toys `till much later.  tell me if anybody isn`t/is worth getting.
986,6247a1db0b, heading over to xbox  will go shopping 2morrow
987,e48cf1bff4, i saw that you were calling but cannot answer as i`m in the second hour of a phone convo with my mom and she won`t stop talking
988,6e693017f6,excited!
989,2c60e1c7a2,weird
990,b770afa9e6,boring
991,fe7c9215ae,practice was a beast today. not going to see julian tonight
992,472c3e2c41,"getting somewhere with my first 'real' kiokudb and catalyst app, yay"
993,0d7697aa10,thanks
994,fe09df7e91,lame.
995,33eb5a33be,rise and shine  time to get prettifide.
996,bab53b4152,hard
997,f877442216,headache.
998,311740836a,glenna is bored but glad that it is a beautiful day. macy went swimming and kris played golf while i sat at home waiting for them
999,80aff8d880,bout 2 have 1 more drink then imma head in da house
1000,fe89e929f4,"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back"
1001,0f4be91a14,love
1002,5225c062f9, we knew what what you meant!
1003,bd499c0bf7,succesfully following tayla!!
1004,483bb46b97,my new phrase is `you never doubt mo williams`   six game win streak!
1005,dacb6d78af,fun
1006,98b6544758, 4th... please not! maybe she`ll get 3 attempts and win tomorrow!!
1007,275fa7a3f8,good
1008,346ce6428b,"bleargh. i can never clean as much of my house as i want to before work, no matter how early i wake up. today: sink, laundry."
1009,086bee572e,"great,"
1010,22df86426d, if i got paid by the hour i could retire by now  do you have xbox live? i am thinking rock band
1011,63dcc7d29f,"i should learn not to walk all day, and then sprint through sprinklers without stretching."
1012,f7ac9e16e5,greatest
1013,59159f2163, i`m still trying to see star trek! i`ll just have to woman up and go alone. bf is pretty much worthless anyway  lol
1014,c7fc03de4d,"  laws change in the 70s or 80s.   i could really push it bcause gran from bathgate, but she was us citizen b4 dad born."
1015,002bb8f1b3,cool
1016,d112d2e5bf,relaxing
1017,c762607c42,is off to watch arsenal v chelsea today
1018,09b5db7af0,he`s getting ear tubes in about an hour so no food
1019,aa51082711,miss
1020,d4b544abff,left the bases loaded...
1021,ea1e41d586,good
1022,ba28fe48b2, it`s already over? ****!
1023,39e9f0e449, i was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now
1024,209de29f24,doing some test shooting later this afternoon.  did i mention being in holland for an indie wine festival this week? my tongue is red.
1025,52aad0e22e,my dad knows i got drunk today. and i didnt get in trouble.
1026,21ab400cb3," so i`ll excuse your love for the cavs and the west, even though i don`t share it!"
1027,e93220b868,sucks!
1028,57ea442d4d, **** i wanna see the rest!! i only saw like 30 minutes
1029,88a120f336,happy
1030,52fc580b72,"burning cd`s,,,,,,,,, **** outa blank disc`s"
1031,3dc1ed5f06,happy
1032,fe2f3f3359, you`re alive!!!!!!  go w/ the notebook...it`ll make you cry and stuff
1033,e170fafd8c,awesome
1034,b38df0845d,crying
1035,cf1739382c,i only hav 8 followers                 !
1036,63e434fbf0,happy
1037,43d10bd312,"i also have a certain cd from camp that a certain somebody gave me...  yeah, there`s this guy in the video that`s really frickin hot!"
1038,6230b5c435,it`s mother`s day
1039,c6bc7536ef,yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!
1040,c8caef9df3,thanks!
1041,213eae85e9, i`m part of a religion called people-with-good-taste-in-music. we don`t celebrate jonas brothers day.
1042,dce070190c,i`m at work....bored out of my mind.
1043,8db4aaef4a,watching the notebook
1044,cf95521362, yes because those taxes disguise the booking fees and commissions that online travel portals charge. try ixigo.com next time
1045,c1dc0dd0f6,"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways"
1046,951e093497,finally sleep time
1047,5a34a7e52c,best
1048,59f6677324,the heater blew up
1049,9b0db4e33e,failed
1050,c9e8281f8c,"  just finished mine, some parts were remarkably difficult  cramming kanji now!"
1051,cac1ba6f5a,feel
1052,da8a88b872,love
1053,196e5dec12,they wouldn`t reverse any of my overdraft fees.
1054,811dc7e401,_n9ne i`m not having a good day
1055,a777619b23,miss
1056,8cdaa4f6d8,dammit!
1057,6aa5004916,hate
1058,ff7949688c,awesome
1059,309706ed4f,good
1060,29091877e1,cute
1061,afa094db6a,glad
1062,b694518332,dead...
1063,2d76387d6e," well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh"
1064,0b3588bf63,happy
1065,0d401237c2,miss
1066,3922543d77,doing my folio work but keep on getting distracted by deb pics
1067,e3082089c9,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day
1068,564c21df63,sick
1069,2c8062a094,sad
1070,515793e794,about to hit the sheets.
1071,c435fb9416,"i wish i had my ipod , i need some jonas . i miss their sexy voices  jb forever !"
1072,c5279762d3,watching gilmore girls reruns!! don`t know what else to do for the day
1073,97eeb0161d,hot
1074,f0f6fda1f6,thanks
1075,e8ce4f8bdc," ohh snapp, have fun"
1076,c881dc16e9,sitting waiting for an exam to start
1077,89d0aed1ff, i don`t think i`ve ever tried peanut butter on toast
1078,2ef49da640,better
1079,7db53ed89f,home from chelsea`s  jam sessions = <3 = chelsea + abby = i luh you.
1080,a2819eaa7a,love
1081,37b50ef2a5,great
1082,4cc7d9995d,bored.
1083,c0abd616ab, i`m sure she`ll be fine. they`re not as daft as they look (sometime)
1084,32058d2bb5,ha! i`d give kristen plenty of free hugs! *sigh* if only i could
1085,0144252776," and, yes. i <3 mac, if only it weren`t so expensive"
1086,0c8dd8b628,hate
1087,c80d7e9b26,  link isn`t working
1088,102384b03c,i just need to go to the bank
1089,f97b498af4,good
1090,908abc1bd1,awesome
1091,0187f448b1,stupid
1092,e833f3a85d,ruined
1093,f980f61df3,better
1094,07b57f906c,`wake up darling`
1095,18ee7c255c, oh i know. and i aprreciate it  it can be my back up plan
1096,f7dc083f08,love
1097,6d43a06459, umm don`t ya mean ship
1098,44da06d16c,i really wanna go to australia and england.
1099,938f7e936c,"i just slept that entire flight, and woke up to the fact that the girl beside me had been watching chitty chitty bang bang!"
1100,ffd54ac7f7,just had a gym sesh.
1101,e1c4ad96a0,trying to get to sleep but mum is blaring les mis really loudly in the sitting room
1102,68e6a47c75,"don`t think i`m gonna be able to go to see the jb 3d concert...wrong time, no where very close by"
1103,05f4f3ddc3,sad
1104,026d3b6611, what`s up? what happened? dm me if you need to. txt on my phone is defunk`d
1105,aa7362d09b,is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!
1106,c10d6fac3d,hate
1107,d554ee2fe0,"just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy"
1108,8534e70d73,going to work
1109,a9bc0bc35d, i agree with the whole hollie thing
1110,4b2b6a59d4,_ truetrue  but he`s not! xd
1111,80a1ed08bf,sad
1112,cebe0fc8d3,i`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!
1113,a1833e30a5,kill
1114,f820ad932c,& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest
1115,9e25d010e9,"the neighborhood gas station is gone, kaput, out of business. no more convenient trips for ice or whatevs. over 3 miles now to travel.."
1116,a3b686ba61,day
1117,5d9b0f4b31,sad
1118,7e69bec42c,taking care of sick children
1119,422cd4f89f,welcome
1120,d78be7b22e,excited
1121,95db70d9c2, yup! way to **** early and i`m already at work
1122,f2f05cbdae,sweet!
1123,ab43c568d8, youuuu`re an aaass  my aaass loooool
1124,9b04365a55,"i want to ride my bicycle today, but it`s too cold and cloudy today"
1125,2f136d0402, important person?  who?
1126,dc4fa42628," that`s not what  said  i like you, too, though.  is going steady with , though....."
1127,1cd62f2da1,day
1128,170f84ffcf,missed
1129,c8e099fef6,via : found #geocache head`s up! http://coord.info/gc1ret6. probably my only find of the day.  http://bit.ly/js3s4
1130,1e1cb8d9a4,let me dream about my spock now goodnight
1131,9d968ef838,thanks
1132,ca10e6b390,danny cut his beautiful curls
1133,d59c09da6c,good!!
1134,16b8e23839,forcing myself to watch the movie 1984 for my book report  im lazy to read
1135,e9dd5ad752,thanks
1136,a1ac7a0543, don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.
1137,56395aff30,just finished watching the last of star wars
1138,356c8f7848,thanks    ? http://blip.fm/~5z6n8
1139,8d85d53e36,can`t be arsed to get out of bed  hello sunshine
1140,320a6e56fc,every pair of jeans i own nowadays is very tight.  i think mah butt gettin big (oh!)
1141,88c2d7f95e,i bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags)
1142,0740ae9f9b," btw, do you realize your profile pic makes you look much older than you say you are?"
1143,4d7def819d," aw, sorry e. :/ i hope it looks up for you (lame ear) and there`s always next year! ****. lamer ear :/ fail. uhh..love ya e!"
1144,50c0004af6, tiny.cc doesn`t seem to load for me  i was thinking on going to the batting cages but apparently you gotta book in adv
1145,bcbc9b5e75,weird
1146,93236f076c,thank
1147,be4b907022,ohh grandpas.. stable.. won`t kno all details til tomorrow when i visit... keep him me and my fam in ur prayers..thank you  ... goodnite
1148,760723a562,sore
1149,f66a3af202,isnt
1150,6e60ed6d59,disappointed
1151,9c01aa6afd,this is for all of you ppl! the 1 year anniversary video. http://is.gd/ysbs more to come after the break
1152,412790a2ed," can i come!?   i`m merci btw., i have always been so inspired by you since i was a teenager."
1153,266d2b648f,crappy
1154,4683236241,its freezing cold! i cant function right in this type of weather. starving to the max
1155,3b45abf7b5,feeling
1156,9f8cd8c991, haha! sorry to hear that
1157,c3a4f9710d,_k_2k - y!360 closing? get out!
1158,1914dd82b2," he`s too old school for burnouts. just a lap around the track, like they used to.  #nascar"
1159,51a31aa9a1,hannah slept here last night  just gave her her 5:00 am bottle and she went right back to sleep but i`m up! lol
1160,7b9f3f4f39," aww if i could, i would...  gby ;)"
1161,88c7658eb5,i ate too many kisses.
1162,474b02cd39,good
1163,a5cee2035b,"everyone at my place tomorrow  bonfire, tofu dogs, and austin powers."
1164,c7e1468a65, ... like you`re stuff!  strange voicemails! http://bit.ly/ykxms
1165,5a877ae4b8,happy
1166,b8a77cd14c, oks  yes infact we had chatted earlier on n00b.in as well
1167,b2bada7873, and you as well bro
1168,aab1caabf0, im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3
1169,7240ccb4b2,hope
1170,c26aabf505, how do you call that number from the uk ??  i really want to call u but i don`t know how to  xxxxxx
1171,4f05a05989,(love
1172,f4c7e939ef,miss
1173,1f2a8f57c9," ah, i thought management fiat was your own fiat  oh well... and... shripriya (or shri if one must shorten it)."
1174,9048ec6e22,loves
1175,c8a8b0e791,tired.
1176,3cb4d10927,watching wall-e.....it`s so cute but sad
1177,112591001f,happy
1178,0b91f39c27,miss
1179,bc28048a07,heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!
1180,9f32a3213d,tired
1181,8d548b1783,"there mite be a article in the trib bout portia, keep an eye out for it."
1182,fc7842b0b4,hot
1183,3285374ab0,dead
1184,d2141d6d47,great
1185,c032793654,princess sakura is mine  therefor i want to use it on tj! grr
1186,8bb73c2ccd,i wish i could teach my dog how to play xbox!  alas...no thumbs
1187,0996990dca,cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.
1188,c635a113c8,thanks!
1189,88a4261005,still making icons
1190,11b14ae498,"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all"
1191,12005b65fc,waiting for my turn on wii fit gym closed
1192,dbabff5048,omg!!! is this the sun glimpsing through the clouds?! woohoo!
1193,0415387eb8,feel
1194,d26016300e,amazing
1195,e150ad9d31, very nice...i cleared my head
1196,5c0e819f2b," i think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  thanks."
1197,462978616d," your pic didn`t show up for me  boo!!!! all the other pics on that site show up, but not yours"
1198,75dc8a3ff6,"baby i need you , right here , right now"
1199,a9a725abfa,presents
1200,ef1debc105, together
1201,5c2ae1e5f0,http://twitpic.com/4wuaq - another prof pic.
1202,b820cb8056,happy
1203,dc6dae7f3b, http://twitpic.com/4vw9a - i`m not gonna buy one...nor two... but three! i will be the ultimate slaughter machine!
1204,3d0c74e523,lost
1205,0de2a265ef,bless
1206,86ae985c48,still feel like craaaap and like everyone on earth needs to know this lol... have fun birdies
1207,cc3b05f756,great
1208,5524acce17,did u watch the spelling bee contest ? winner: kavya shivshankar ! impressive performance - i had not even heared most of the words b4
1209,b33e54d9c8, probably not in this weather
1210,f288113937,some relaxation. so much things on my list... but really not that much
1211,1137d77ecc,....got your message!!! you are such a twitter freak!
1212,496abe9ad9,hate
1213,5b204b5429,good
1214,c0414a6961,happy
1215,65bef2f8c9,sorry
1216,65e715d6e5," i`ve been there.  the only place i have flown out of since moving up north. really pretty area for flying, but very expensive"
1217,4b34697ec5,sad..
1218,36c50ba510,day
1219,cea5b3f191,sad
1220,aa221b6a7d," hey, what about us followers in atl!!!!"
1221,ffcd5cb36e,11:11 pm perrrfect universal alignment.    <33
1222,cb8ff954c0,has a new nick name - arosh ..i like i like
1223,af9a810c77,i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve hahaha. im off to schl
1224,d98aa88591, no trump casino in vegas.
1225,a7977acf38,"_jimski .....in my book, yes"
1226,5a9faa4da8, ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email
1227,1b8c3ffa29,asks for karma points please.  http://plurk.com/p/wxnt9
1228,aa1a163174, will do
1229,a4bb5d0c5c,officially booked for seattle with  and  it`s going to be the best birthday weekend ever!   :you made me sad
1230,24e58e264b,_carter the link doesnt work
1231,01f2c9bae6,"_m awww, our mother`s day has been and gone :o(.  no work today, off out witht he camera in a little while, hopefully"
1232,e02cb0c9a8,seriously
1233,3f8df1fed3,up late with nothin 2 do.....
1234,4b8092674a,love
1235,ef7149efd3,people are people...nooooo? id never have guessed tht...idiot..im grouchy now
1236,c00890fdfc,good
1237,e3592de395,aha _marie my brother`s wallpaper on his phone is dolly the sheep  aha i`m loling.
1238,ad970e1d3f, it`s saying that it is the wrong link-it cannot find the address.
1239,098f6ce321,  i know... kittie should be a professional....
1240,2cd5a21fbc,sending blessings out to 
1241,fcc4f3baa5, ahh ok! enjoy! i`ll miss it
1242,b86fe0c61a,"so tonights tv viewing, bgt or hignfy and reggie perrin? wont be tweeting however as  minic has hidden ipod"
1243,ea1b1fd1bb,mudweight hauled in for last time by   http://yfrog.com/0zr2jqj
1244,ec00ec25c7,has dislocated her knee  *bad/painful times* gas + air and morphine are fun though
1245,17d1fdde01,"i cant believes its already monday, the weekend went by soooo fast, keeping my fingers crossed that will too"
1246,91de6a547d,funny
1247,6e8fb1ede7,i got whooped by jason bradbury. ace :0
1248,fd9f6c3e21,sucks
1249,c3892f8e77,sadd..  last night in fl.. going back to ar tomorrow
1250,639aeb628f,"according to mary chaayaa, i look like a sexy emo in my dp  i not emo."
1251,ef465b57eb,awesome..
1252,e0ead16a3d, well you are a tricky one so i would say 6.5
1253,b09213d54b, no. my school will start on june1.  two days to go. i still don`t want. :l
1254,79256fbe62, still no internet today
1255,5813e09e81,sux.
1256,50d03d593e,gahhhh homework. masterchef in half an hour! hahah and the recruits
1257,6816923abd,bad
1258,2524332d66, i`m concerned for that family
1259,1900a6978a,idk
1260,e8d9d9671b,only gets spam in her college email account now. what a way to rub in graduation.
1261,c69ccdfa56,thanks.
1262,3c6723fa1b, how are you gonna get them? i got bitten
1263,85e2495324,sad
1264,16b52fbd17,jealous.
1265,755bcfd6a2,  we get so bored with routine.. lol!
1266,fdc09f2f0b,what does 'drink responsibly' mean to you? please share a tip (or two if you`re drunk right now  )
1267,1643564ce1,bad...
1268,b4b9d74b06," ooh, work im afarid  looking forward to a sunny weekeknd tho!!!"
1269,b593189c2d,watch lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in norwich tonight
1270,7a83b8c7e2,i feel sorry for my bestie  good luck ali!
1271,66762b14cd,  i need one of these! was just thinking about it earlier today as i downloaded pictures via usb.  #evernote_eyefi
1272,7d59117a75,good
1273,a769b2340c,oh gosh how i want the party to be over and done with already.
1274,4d31092a19,ive totally not got that job  i can just tell.
1275,fc4660a609,love
1276,74450e128f, eek can`t wait to see it!! as well as everyone elses. gahh i don`t know what i want  lol
1277,337ebe2747,happy
1278,9db7e301b9,awesome
1279,7013b54ea6,"_ heading off to poole around 4ish,  has some serious gardening to do before we go, no tweetdeck til sunday evening,"
1280,990c3cf35f,sick
1281,10c5d92ceb,have to go to the dreaded dmv tomorrow
1282,b8293bb838,fail
1283,cb8cb99053, how are you?
1284,a22d319e5f, - that jasper clip is my first 'favorite' twitter message.
1285,4d3de34efa,country
1286,8e092e15ed,@_handz_ it was quiet.... unfortunatly but what the hell it`s good the chill out too right?
1287,356fce670b,wish
1288,1ad6adf2ab,  your right.... how was your trip
1289,53dbbbdf7d,_ember yay! thanks.  cover-i sad ang alist please. )
1290,5534df9445,love
1291,ea390d1f7b,gutted.
1292,7880cbca66,"  darn, i thought you meant white sox."
1293,58aa2e3401,_jtv what! i was only gone for 30 minutes and you`re already showing boobage without me?
1294,d65a8658b0,day
1295,3e99f423ba,poor
1296,d1b38c33f4, etherreal was my main preoccupation. now it`s etherreal`s preoccupation... humm... me ? schizophrenic ?
1297,0345e7e526, dohh! is it old? i had never heard it.. i`m so last year..
1298,53eacec2ef,sick.
1299,ad2d036578,just got the nashville ihop staff to hit the dougie with me and mayne. what a **** night
1300,9e5e8ab6a4,miss
1301,47126dd509,"4 shifts down, 2 to go... then its my birthday!! but, should i be getting excited??? im turning 29 which means im almost 30"
1302,e9ef9a00e9,feeling tempted by high volume of jeeps to start an 'acura wave'. me too!
1303,3da51fc31b," inorite, humid as well"
1304,ddc89d5956,heading back home with a win!
1305,499f7fe7dc,hurts
1306,1f35cb2e27,good
1307,23ea783065,wish
1308,dbae8ffc58,i`m very conflicted here.  i really like mike but i still have feelings for darrin.  it`s really complicated.  i don`t know what to do.
1309,46e5a5f63b, i cant
1310,b9d896f209," yes, maybe, but for today, i write"
1311,25080c4bad,happy
1312,760b2e5dfe, ....back to a frizz head again
1313,580f2c99e1,good
1314,e243bee98c,love
1315,12b499b4ca,i had walkathon this morning.  and i`m among the first who arrived at the finishing line!
1316,95410148bf,love
1317,3acd68b4cb,thank
1318,f3933c4b73, bitter?  why? *hug* ****
1319,245e5f25e2,went 2 see the hannah montana movie wiv jodie on friday and it was well good but i feel nasty for laughing at the lil girl that cryed lol
1320,70740addc0,http://twitpic.com/67s14 - saw a family of five get out of this motor home and into laundromat to clean clothes and bedding
1321,29d1ec5e7e,isn`t
1322,78a3ef0435, quite a few. peacocks and oceanographer`s choice are my new favorites to play
1323,f71ed6b273,great
1324,abc7f39d90, i`m having lunch already  ur a lil late buddy!
1325,b145670ac9,ugh!
1326,a193f3b9e1,"no! keyboard cat is/has been dead for years! play yourself off, keyboard cat."
1327,cccb3d7081, will do
1328,07ae045cbe, that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you
1329,a5640db7a7, sorry jj i missed that post  i`ll make sure do so next time.
1330,cc1a219c1c,"heat,"
1331,1eac051f9c,wow the last hour of twittering that i`ve been doing has yet to be sent over to twitter..  guys bare w me...
1332,31f2861133,"squabbling with people over the internet is great for my tumblarity, but bad for my ego when they have more internet friends than me"
1333,8e65e54144, will do hun. yes yes.
1334,61ee532258,thank
1335,52020ad422,exam is commmmmiinnnnnggggggg !
1336,7bbc5a2473,enjoyed
1337,dd2a769f04,fan
1338,b4ebfb22c6,thank
1339,51bdb4d865,feeling
1340,f948e704f4,love
